,School,State,ACT_Score,SAT_Score,Retention_Rate,Ave_Earning,Graduation_Rate
576,William Woods University,MO,23.0,1130.0,0.7421,34273.0,0.4792
577,Carroll College,MT,25.0,1199.0,0.8061,43187.0,0.5013
578,Montana Technological University,MT,25.0,1199.0,0.7288,44445.0,0.1799
579,Montana State University,MT,25.0,1205.0,0.7715,38384.0,0.2527
580,The University of Montana,MT,23.0,1150.0,0.6842,32787.0,0.2729
581,Rocky Mountain College,MT,23.0,1119.0,0.6653,38362.0,0.318
582,The University of Montana-Western,MT,20.0,1031.0,0.7515,34008.0,0.2073
583,Clarkson College,NE,20.0,1035.0,0.6957,52436.0,0.4412
584,Bryan College of Health Sciences,NE,22.0,1100.0,0.8298,58880.0,0.5143
585,Concordia University-Nebraska,NE,23.0,1124.0,0.7845,37114.0,0.4966
586,Creighton University,NE,27.0,1276.0,0.8944,55076.0,0.693
587,Hastings College,NE,22.0,1096.0,0.6634,40456.0,0.4661
588,University of Nebraska at Kearney,NE,23.0,1131.0,0.8004,39041.0,0.3152
589,Nebraska Methodist College of Nursing & Allied Health,NE,23.0,1140.0,0.8286,55182.0,0.2857
590,Midland University,NE,21.0,1054.0,0.6031,41162.0,0.3736
591,Nebraska Christian College of Hope International University,NE,19.0,981.0,0.5,36584.0,0.2045
592,University of Nebraska at Omaha,NE,23.0,1135.0,0.7465,41984.0,0.2115
593,Nebraska Wesleyan University,NE,25.0,1199.0,0.835,42802.0,0.5084
594,University of Nebraska-Lincoln,NE,26.0,1236.0,0.8317,42952.0,0.4056
595,Union College,NE,21.0,1079.0,0.7029,39822.0,0.2552
596,York College,NE,20.0,1052.0,0.5227,30682.0,0.2917
597,University of Nevada-Las Vegas,NV,22.0,1113.0,0.7593,42832.0,0.1286
598,University of Nevada-Reno,NV,24.0,1172.0,0.8073,44263.0,0.2909
599,Sierra Nevada University,NV,21.0,1085.0,0.5634,34280.0,0.3857
600,Dartmouth College,NH,33.0,1488.0,0.9663,70635.0,0.8638
601,Franklin Pierce University,NH,21.0,1052.0,0.5996,35595.0,0.4483
602,University of New Hampshire-Main Campus,NH,25.0,1186.0,0.858,50047.0,0.689
603,Keene State College,NH,21.0,1053.0,0.7209,40704.0,0.5059
604,University of New Hampshire at Manchester,NH,24.0,1114.0,0.8431,50047.0,0.4359
605,Saint Anselm College,NH,27.0,1223.0,0.9084,53773.0,0.7476
606,Bloomfield College,NJ,18.0,960.0,0.599,35203.0,0.1144
607,Caldwell University,NJ,20.0,1051.0,0.7895,42646.0,0.3562
608,Centenary University,NJ,20.0,987.0,0.6887,42284.0,0.4744
609,Felician University,NJ,19.0,999.0,0.7662,44483.0,0.2456
610,Georgian Court University,NJ,21.0,1036.0,0.7361,38566.0,0.35
611,Rowan University,NJ,24.0,1122.0,0.8434,47699.0,0.4916
612,Kean University,NJ,20.0,991.0,0.7186,43751.0,0.2266
613,Monmouth University,NJ,22.0,1141.0,0.8059,51158.0,0.5582
614,New Jersey Institute of Technology,NJ,28.0,1287.0,0.8752,64546.0,0.2922
615,Princeton University,NJ,34.0,1503.0,0.9808,84713.0,0.8738
616,Ramapo College of New Jersey,NJ,24.0,1149.0,0.878,51159.0,0.5928
617,Rider University,NJ,23.0,1101.0,0.7768,47393.0,0.5691
618,Rutgers University-Camden,NJ,20.0,1086.0,0.8375,54962.0,0.3119
619,Rutgers University-New Brunswick,NJ,28.0,1303.0,0.9308,54962.0,0.6134
620,Rutgers University-Newark,NJ,22.0,1105.0,0.8772,54962.0,0.3397
621,Saint Peter's University,NJ,20.0,1032.0,0.8218,42756.0,0.3308
622,Seton Hall University,NJ,26.0,1236.0,0.8272,54071.0,0.6008
623,Stevens Institute of Technology,NJ,32.0,1412.0,0.9461,82237.0,0.4463
624,Stockton University,NJ,22.0,1096.0,0.8547,45422.0,0.5687
625,The College of New Jersey,NJ,28.0,1265.0,0.9306,57264.0,0.7594
626,William Paterson University of New Jersey,NJ,20.0,994.0,0.7002,43130.0,0.2911
627,Eastern New Mexico University-Main Campus,NM,20.0,1020.0,0.6244,29278.0,0.1759
628,New Mexico Institute of Mining and Technology,NM,26.0,1264.0,0.7563,52334.0,0.2442
629,University of New Mexico-Main Campus,NM,22.0,1120.0,0.737,32716.0,0.216
630,New Mexico State University-Main Campus,NM,20.0,1050.0,0.7377,28814.0,0.1873
631,Adelphi University,NY,25.0,1182.0,0.8046,56611.0,0.6034
632,Albany College of Pharmacy and Health Sciences,NY,26.0,1228.0,0.8054,115752.0,0.5577
633,Alfred University,NY,24.0,1102.0,0.7321,37910.0,0.4422
634,Barnard College,NY,32.0,1422.0,0.9546,58581.0,0.8651
635,Canisius College,NY,24.0,1169.0,0.8481,44451.0,0.6329
636,Clarkson University,NY,27.0,1263.0,0.8612,65651.0,0.5933
637,Colgate University,NY,33.0,1443.0,0.9416,57238.0,0.8386
638,Columbia University in the City of New York,NY,34.0,1512.0,0.9797,79434.0,0.8719
639,Concordia College,NY,22.0,1049.0,0.7687,48513.0,0.2609
640,Cooper Union for the Advancement of Science and Art,NY,33.0,1417.0,0.9101,44726.0,0.7135
641,Cornell University,NY,33.0,1471.0,0.9734,78779.0,0.8839
642,D'Youville College,NY,19.0,1072.0,0.7717,52087.0,0.2454
643,Dominican College of Blauvelt,NY,21.0,1038.0,0.7467,47363.0,0.3072
644,Fordham University,NY,30.0,1354.0,0.8973,58330.0,0.7895
645,Hamilton College,NY,33.0,1446.0,0.9438,56991.0,0.8806
646,Hartwick College,NY,24.0,1140.0,0.6923,41416.0,0.5213
647,Hobart William Smith Colleges,NY,28.0,1264.0,0.8596,51590.0,0.7133
648,Hofstra University,NY,27.0,1253.0,0.8195,49115.0,0.5152
649,Iona College,NY,23.0,1089.0,0.7453,53700.0,0.5983
650,LIM College,NY,21.0,1061.0,0.7708,53178.0,0.4444
651,Le Moyne College,NY,26.0,1189.0,0.8358,44834.0,0.6962
652,Long Island University,NY,24.0,1167.0,0.7413,44432.0,0.2735
653,Manhattan College,NY,25.0,1174.0,0.8168,66043.0,0.5796
654,Marymount Manhattan College,NY,24.0,1145.0,0.6841,37945.0,0.3796
655,Medaille College,NY,20.0,987.0,0.6483,35318.0,0.2427
656,Molloy College,NY,24.0,1155.0,0.8854,65824.0,0.5193
657,Mount Saint Mary College,NY,22.0,1100.0,0.8496,51847.0,0.4477
658,College of Mount Saint Vincent,NY,21.0,1021.0,0.7651,54014.0,0.3313
659,The College of New Rochelle,NY,19.0,982.0,0.539,37768.0,0.207
660,The New School,NY,27.0,1265.0,0.8222,44274.0,0.5536
661,New York University,NY,32.0,1419.0,0.9403,60407.0,0.7649
662,Niagara University,NY,24.0,1125.0,0.835,42775.0,0.6299
663,New York Institute of Technology,NY,25.0,1172.0,0.7156,51768.0,0.3149
664,New York School of Interior Design,NY,21.0,1159.0,1.0,47021.0,0.5714
665,Nyack College,NY,20.0,999.0,0.7179,33665.0,0.3277
666,Pace University,NY,25.0,1154.0,0.7939,50574.0,0.4178
667,Pratt Institute-Main,NY,28.0,1213.0,0.879,44537.0,0.5015
668,Rensselaer Polytechnic Institute,NY,31.0,1415.0,0.9152,77899.0,0.6154
669,Roberts Wesleyan College,NY,24.0,1129.0,0.7808,44538.0,0.5952
670,Rochester Institute of Technology,NY,30.0,1319.0,0.8908,56507.0,0.279
671,University of Rochester,NY,32.0,1422.0,0.9534,57648.0,0.7785
672,St Bonaventure University,NY,25.0,1158.0,0.8565,42664.0,0.6082
673,St Lawrence University,NY,29.0,1292.0,0.8863,44894.0,0.7629
674,St. Thomas Aquinas College,NY,22.0,1028.0,0.813,44267.0,0.4118
675,Sarah Lawrence College,NY,30.0,1343.0,0.8015,33991.0,0.6337
676,Skidmore College,NY,29.0,1325.0,0.9123,46423.0,0.8238
677,St. Joseph's College-New York,NY,23.0,1109.0,0.7941,49105.0,0.6207
678,St. Joseph's College-Long Island,NY,23.0,1119.0,0.8005,49105.0,0.5936
679,Saint John Fisher College,NY,24.0,1171.0,0.8658,51635.0,0.6419
680,St. John's University-New York,NY,26.0,1181.0,0.8386,48321.0,0.4151
681,SUNY College of Technology at Alfred,NY,22.0,1071.0,0.6928,39809.0,0.562
682,SUNY College of Technology at Canton,NY,20.0,997.0,0.7644,35581.0,0.3492
683,SUNY College of Technology at Delhi,NY,20.0,1011.0,0.7903,37021.0,0.2727
684,Farmingdale State College,NY,22.0,1091.0,0.8406,53647.0,0.3234
685,SUNY Morrisville,NY,19.0,955.0,0.6378,32462.0,0.3636
686,SUNY at Albany,NY,25.0,1185.0,0.8143,48562.0,0.5484
687,Binghamton University,NY,30.0,1376.0,0.9207,56213.0,0.7227
688,University at Buffalo,NY,27.0,1250.0,0.8681,51240.0,0.6036
689,Stony Brook University,NY,29.0,1326.0,0.8972,51975.0,0.5467
690,SUNY College of Environmental Science and Forestry,NY,26.0,1227.0,0.8405,46306.0,0.6542
691,SUNY Polytechnic Institute,NY,24.0,1176.0,0.7797,46796.0,0.4394
692,SUNY Brockport,NY,23.0,1107.0,0.7383,41172.0,0.4977
693,SUNY Cortland,NY,24.0,1138.0,0.7981,47289.0,0.5339
694,SUNY at Fredonia,NY,24.0,1084.0,0.7291,40138.0,0.4676
695,SUNY College at Geneseo,NY,26.0,1219.0,0.8521,47241.0,0.7177
696,State University of New York at New Paltz,NY,27.0,1197.0,0.8308,43613.0,0.5971
697,SUNY Oneonta,NY,24.0,1074.0,0.8269,45227.0,0.6294
698,SUNY College at Oswego,NY,24.0,1158.0,0.7611,42194.0,0.5016
699,SUNY at Purchase College,NY,25.0,1175.0,0.8071,36644.0,0.5354
700,SUNY College at Plattsburgh,NY,23.0,1142.0,0.778,41913.0,0.5088
701,SUNY Maritime College,NY,25.0,1176.0,0.858,76793.0,0.4468
702,Syracuse University,NY,28.0,1284.0,0.8961,58773.0,0.7132
703,United States Merchant Marine Academy,NY,29.0,1296.0,0.9848,87884.0,0.8079
704,Vassar College,NY,32.0,1442.0,0.9567,43438.0,0.8691
705,School of Visual Arts,NY,26.0,1202.0,0.8614,37008.0,0.6311
706,Wells College,NY,25.0,1138.0,0.7007,34802.0,0.5787
707,Yeshiva University,NY,26.0,1259.0,0.8659,56435.0,0.7969
708,Appalachian State University,NC,26.0,1210.0,0.8716,38958.0,0.5225
709,Barton College,NC,20.0,1032.0,0.7172,37283.0,0.4129
710,Belmont Abbey College,NC,22.0,1081.0,0.6617,36881.0,0.43
711,Bennett College,NC,17.0,911.0,0.5318,27538.0,0.1953
712,Campbell University,NC,22.0,1120.0,0.7442,39153.0,0.3814
713,Catawba College,NC,21.0,1055.0,0.7078,36659.0,0.402
714,Chowan University,NC,16.0,903.0,0.5475,28994.0,0.1362
715,Davidson College,NC,31.0,1392.0,0.9538,51554.0,0.8957
716,Duke University,NC,34.0,1516.0,0.9759,77260.0,0.8744
717,East Carolina University,NC,23.0,1124.0,0.8082,41603.0,0.3966
718,Elizabeth City State University,NC,19.0,974.0,0.7273,30151.0,0.2122
719,Elon University,NC,28.0,1265.0,0.8996,49734.0,0.783
720,Fayetteville State University,NC,20.0,987.0,0.6873,31480.0,0.1567
721,Gardner-Webb University,NC,21.0,1080.0,0.7638,37522.0,0.4402
722,Greensboro College,NC,19.0,1021.0,0.5964,35168.0,0.3274
723,High Point University,NC,25.0,1184.0,0.8144,46275.0,0.5916
724,Johnson C Smith University,NC,16.0,897.0,0.6905,29381.0,0.2507
725,Livingstone College,NC,15.0,855.0,0.4959,24630.0,0.1643
726,Mars Hill University,NC,19.0,1020.0,0.6346,33249.0,0.2867
727,Meredith College,NC,23.0,1117.0,0.7995,39277.0,0.5517
728,Methodist University,NC,21.0,1060.0,0.525,35098.0,0.2094
729,Montreat College,NC,22.0,1060.0,0.5977,34493.0,0.4063
730,University of Mount Olive,NC,19.0,1019.0,0.6667,38049.0,0.4213
731,North Carolina A & T State University,NC,20.0,1032.0,0.7698,32547.0,0.2576
732,University of North Carolina at Asheville,NC,25.0,1179.0,0.7307,33582.0,0.4565
733,University of North Carolina at Chapel Hill,NC,31.0,1398.0,0.9722,51002.0,0.8239
734,University of North Carolina at Charlotte,NC,24.0,1190.0,0.8188,42249.0,0.3206
735,University of North Carolina at Greensboro,NC,23.0,1100.0,0.7662,36963.0,0.3179
736,North Carolina Central University,NC,19.0,984.0,0.8228,31426.0,0.2076
737,University of North Carolina School of the Arts,NC,25.0,1199.0,0.8779,33020.0,0.6901
738,North Carolina State University at Raleigh,NC,29.0,1336.0,0.9387,50971.0,0.5432
739,North Carolina Wesleyan College,NC,18.0,980.0,0.6322,33842.0,0.2081
740,University of North Carolina Wilmington,NC,25.0,1234.0,0.832,41448.0,0.5305
741,William Peace University,NC,21.0,1042.0,0.6453,35274.0,0.2844
742,University of North Carolina at Pembroke,NC,19.0,1012.0,0.7378,33721.0,0.2149
743,Pfeiffer University,NC,20.0,1025.0,0.6354,38206.0,0.3062
744,Queens University of Charlotte,NC,24.0,1142.0,0.8225,40795.0,0.4551
745,Mid-Atlantic Christian University,NC,19.0,962.0,0.6458,37422.0,0.2059
746,Saint Augustine's University,NC,15.0,855.0,0.4458,26339.0,0.2184
747,Salem College,NC,25.0,1183.0,0.7188,35551.0,0.5872
748,St. Andrews University,NC,20.0,987.0,0.4813,35291.0,0.2671
749,Warren Wilson College,NC,25.0,1206.0,0.6507,25402.0,0.472
750,Wingate University,NC,21.0,1079.0,0.6377,38647.0,0.4296
751,Winston-Salem State University,NC,18.0,962.0,0.7717,34554.0,0.2324
752,Western Carolina University,NC,23.0,1128.0,0.7994,37533.0,0.4045
753,Dickinson State University,ND,21.0,1059.0,0.7143,39775.0,0.1592
754,University of Jamestown,ND,22.0,1092.0,0.5957,43804.0,0.2941
755,University of Mary,ND,23.0,1138.0,0.8169,45935.0,0.4264
756,Mayville State University,ND,22.0,1100.0,0.664,40296.0,0.1589
757,Minot State University,ND,21.0,1059.0,0.7015,40835.0,0.2386
758,University of North Dakota,ND,24.0,1181.0,0.8005,48276.0,0.2782
759,North Dakota State University-Main Campus,ND,24.0,1170.0,0.7892,47967.0,0.3235
760,Trinity Bible College and Graduate School,ND,20.0,1041.0,0.7143,29196.0,0.4634
761,Valley City State University,ND,21.0,1059.0,0.6813,41624.0,0.2667
762,University of Akron Main Campus,OH,23.0,1133.0,0.7189,34682.0,0.1896
763,Art Academy of Cincinnati,OH,21.0,1059.0,0.4667,28940.0,0.5789
764,Ashland University,OH,23.0,1132.0,0.7798,40173.0,0.492
765,Baldwin Wallace University,OH,24.0,1175.0,0.8248,40626.0,0.4621
766,Bluffton University,OH,22.0,1080.0,0.6588,37308.0,0.5021
767,Bowling Green State University-Main Campus,OH,22.0,1084.0,0.7717,37312.0,0.3771
768,Capital University,OH,24.0,1162.0,0.7811,40981.0,0.503
769,Case Western Reserve University,OH,32.0,1443.0,0.9457,65156.0,0.6467
770,Cedarville University,OH,26.0,1246.0,0.8655,39931.0,0.6101
771,Central State University,OH,16.0,880.0,0.5386,24928.0,0.1058
772,Cincinnati Christian University,OH,19.0,991.0,0.4915,34341.0,0.4375
773,University of Cincinnati-Main Campus,OH,27.0,1269.0,0.8602,42023.0,0.3431
774,Cleveland Institute of Art,OH,22.0,1129.0,0.8636,31025.0,0.5797
775,Cleveland State University,OH,22.0,1111.0,0.7155,40759.0,0.2378
776,University of Dayton,OH,27.0,1263.0,0.9083,57197.0,0.596
777,Defiance College,OH,20.0,1013.0,0.5533,38157.0,0.3305
778,Denison University,OH,30.0,1323.0,0.893,45217.0,0.8188
779,The University of Findlay,OH,24.0,1165.0,0.8047,45039.0,0.5272
780,Heidelberg University,OH,22.0,1111.0,0.674,37966.0,0.3913
781,Hiram College,OH,22.0,1090.0,0.7588,39312.0,0.5235
782,John Carroll University,OH,25.0,1209.0,0.8336,48194.0,0.6882
783,Kent State University at Kent,OH,23.0,1131.0,0.8092,35224.0,0.3739
784,Kenyon College,OH,31.0,1395.0,0.9073,42583.0,0.8543
785,Kettering College,OH,22.0,1125.0,0.7059,53952.0,0.3239
786,Lake Erie College,OH,20.0,1042.0,0.6743,38332.0,0.4066
787,Lourdes University,OH,21.0,1069.0,0.6875,35686.0,0.2165
788,Malone University,OH,22.0,1110.0,0.7254,38128.0,0.4716
789,Marietta College,OH,23.0,1137.0,0.7279,42257.0,0.4158
790,Miami University-Oxford,OH,28.0,1297.0,0.9193,41966.0,0.6771
791,Mount Carmel College of Nursing,OH,21.0,1070.0,0.64,59077.0,0.5488
792,University of Mount Union,OH,23.0,1132.0,0.7677,41583.0,0.5363
793,Mount Vernon Nazarene University,OH,23.0,1130.0,0.7909,36762.0,0.4775
794,Mount Saint Joseph University,OH,23.0,1122.0,0.7246,39954.0,0.3978
795,Muskingum University,OH,22.0,1102.0,0.7572,37307.0,0.3623
796,Notre Dame College,OH,19.0,994.0,0.604,38859.0,0.3029
797,Oberlin College,OH,30.0,1383.0,0.8949,37507.0,0.747
798,Ohio Dominican University,OH,22.0,1096.0,0.6485,39162.0,0.3985
799,Ohio Northern University,OH,25.0,1202.0,0.8453,63550.0,0.5522
800,Ohio State University-Main Campus,OH,30.0,1359.0,0.9451,44737.0,0.5886
801,Ohio University-Main Campus,OH,24.0,1170.0,0.8149,39914.0,0.4534
802,Otterbein University,OH,24.0,1191.0,0.8192,41054.0,0.517
803,Franciscan University of Steubenville,OH,25.0,1195.0,0.8621,40389.0,0.6962
804,University of Toledo,OH,23.0,1145.0,0.7593,38002.0,0.2445
805,Ursuline College,OH,22.0,1102.0,0.7051,48546.0,0.3182
806,Walsh University,OH,23.0,1128.0,0.7727,44664.0,0.417
807,Wilberforce University,OH,17.0,862.0,0.3932,27100.0,0.0882
808,Wilmington College,OH,21.0,1060.0,0.7082,38512.0,0.4406
809,The College of Wooster,OH,28.0,1275.0,0.8715,40105.0,0.718
810,Wright State University-Main Campus,OH,22.0,1100.0,0.6413,36906.0,0.1954
811,Wright State University-Lake Campus,OH,21.0,1064.0,0.6263,36906.0,0.2233
812,Xavier University,OH,25.0,1198.0,0.8383,48268.0,0.6641
813,Youngstown State University,OH,21.0,1083.0,0.7565,31461.0,0.1296
814,Bacone College,OK,17.0,914.0,0.1077,31133.0,0.0316
815,Oklahoma Wesleyan University,OK,19.0,964.0,0.44,44579.0,0.3088
816,University of Central Oklahoma,OK,22.0,1105.0,0.645,37090.0,0.134
817,East Central University,OK,21.0,1062.0,0.5841,35594.0,0.2007
818,Randall University,OK,20.0,1034.0,0.411,33410.0,0.1132
819,Northeastern State University,OK,21.0,1064.0,0.6385,35563.0,0.1314
820,Northwestern Oklahoma State University,OK,20.0,1044.0,0.6019,35166.0,0.1365
821,Oklahoma Christian University,OK,24.0,1165.0,0.7456,37322.0,0.408
822,Oklahoma State University-Main Campus,OK,25.0,1209.0,0.8171,43292.0,0.3891
823,Oklahoma Baptist University,OK,23.0,1138.0,0.657,36416.0,0.4147
824,Oklahoma City University,OK,26.0,1230.0,0.8068,42974.0,0.5252
825,University of Oklahoma-Norman Campus,OK,26.0,1249.0,0.9018,46766.0,0.4165
826,Oral Roberts University,OK,22.0,1120.0,0.8282,35313.0,0.486
827,University of Science and Arts of Oklahoma,OK,22.0,1090.0,0.6154,32288.0,0.2909
828,Southeastern Oklahoma State University,OK,21.0,1065.0,0.6394,34707.0,0.1775
829,Southwestern Christian University,OK,19.0,997.0,0.4077,29260.0,0.2308
830,Southwestern Oklahoma State University,OK,21.0,1085.0,0.6555,37123.0,0.2089
831,University of Tulsa,OK,29.0,1321.0,0.8755,46856.0,0.5389
832,Concordia University-Portland,OR,21.0,1074.0,0.659,45391.0,0.3211
833,Eastern Oregon University,OR,21.0,1045.0,0.6815,39575.0,0.2211
834,George Fox University,OR,24.0,1148.0,0.8137,43978.0,0.568
835,Linfield University-McMinnville Campus,OR,23.0,1117.0,0.7909,60438.0,0.551
836,Bushnell University,OR,21.0,1058.0,0.7059,38019.0,0.4348
837,Oregon Institute of Technology,OR,23.0,1139.0,0.7954,61389.0,0.2108
838,Oregon State University,OR,25.0,1205.0,0.8418,44536.0,0.3677
839,University of Oregon,OR,25.0,1199.0,0.8521,43702.0,0.5283
840,Pacific University,OR,24.0,1169.0,0.7783,42858.0,0.5674
841,Portland State University,OR,22.0,1111.0,0.756,42719.0,0.2132
842,University of Portland,OR,26.0,1232.0,0.8971,63653.0,0.7529
843,Reed College,OR,32.0,1422.0,0.8796,38708.0,0.6813
844,Southern Oregon University,OR,22.0,1063.0,0.6912,35811.0,0.2153
845,Corban University,OR,23.0,1123.0,0.7744,35666.0,0.5688
846,Bryn Athyn College of the New Church,PA,25.0,1113.0,0.7604,37124.0,0.36
847,Allegheny College,PA,27.0,1249.0,0.8233,43345.0,0.6644
848,DeSales University,PA,25.0,1134.0,0.8266,49374.0,0.6195
849,Alvernia University,PA,20.0,1042.0,0.7439,45052.0,0.4185
850,Arcadia University,PA,24.0,1157.0,0.777,43174.0,0.6401
851,Bloomsburg University of Pennsylvania,PA,22.0,1073.0,0.7219,41478.0,0.3754
852,Bucknell University,PA,30.0,1353.0,0.9229,70178.0,0.8459
853,California University of Pennsylvania,PA,20.0,1007.0,0.7138,39114.0,0.418
854,Carlow University,PA,22.0,1092.0,0.7967,38794.0,0.3798
855,Carnegie Mellon University,PA,34.0,1507.0,0.967,87824.0,0.7491
856,Cedar Crest College,PA,22.0,1065.0,0.8028,45441.0,0.3724
857,Chestnut Hill College,PA,18.0,1026.0,0.7136,40483.0,0.5
858,Clarion University of Pennsylvania,PA,20.0,1041.0,0.7355,36024.0,0.4158
859,Delaware Valley University,PA,23.0,1080.0,0.7202,38839.0,0.4642
860,Drexel University,PA,28.0,1281.0,0.8886,64777.0,0.2534
861,Duquesne University,PA,27.0,1229.0,0.8431,56932.0,0.6789
862,East Stroudsburg University of Pennsylvania,PA,22.0,1029.0,0.6945,42455.0,0.3466
863,Eastern University,PA,21.0,1108.0,0.7508,36879.0,0.5683
864,Edinboro University of Pennsylvania,PA,20.0,1050.0,0.7334,33322.0,0.3137
865,Elizabethtown College,PA,25.0,1185.0,0.8878,48470.0,0.6813
866,Gannon University,PA,23.0,1129.0,0.8306,44904.0,0.5202
867,Geneva College,PA,24.0,1133.0,0.7633,37554.0,0.5752
868,Gwynedd Mercy University,PA,21.0,1031.0,0.815,55354.0,0.4556
869,Haverford College,PA,33.0,1461.0,0.9685,42959.0,0.8805
870,Holy Family University,PA,20.0,1017.0,0.7949,49475.0,0.4545
871,Immaculata University,PA,25.0,1129.0,0.7462,52531.0,0.6214
872,Indiana University of Pennsylvania-Main Campus,PA,20.0,1019.0,0.7064,39634.0,0.3955
873,Kutztown University of Pennsylvania,PA,21.0,1058.0,0.7444,40602.0,0.3884
874,La Roche University,PA,19.0,1008.0,0.7014,39105.0,0.3868
875,Lafayette College,PA,30.0,1351.0,0.9308,66921.0,0.8264
876,Lancaster Bible College,PA,23.0,1106.0,0.8146,35396.0,0.4496
877,Lebanon Valley College,PA,25.0,1180.0,0.8168,46993.0,0.6873
878,Lehigh University,PA,31.0,1380.0,0.9408,79832.0,0.7245
879,Lincoln University,PA,18.0,944.0,0.7833,32971.0,0.2886
880,Lock Haven University,PA,22.0,1020.0,0.6462,37816.0,0.3676
881,Lycoming College,PA,22.0,1104.0,0.7482,40559.0,0.5514
882,Mansfield University of Pennsylvania,PA,20.0,1042.0,0.7148,37752.0,0.3662
883,Marywood University,PA,24.0,1107.0,0.8587,41554.0,0.4736
884,Messiah University,PA,26.0,1207.0,0.8677,42450.0,0.7387
885,Misericordia University,PA,25.0,1133.0,0.7862,52751.0,0.6458
886,Moore College of Art and Design,PA,27.0,1194.0,0.7159,31869.0,0.5524
887,Moravian University,PA,23.0,1129.0,0.805,47647.0,0.6373
888,Mount Aloysius College,PA,20.0,1031.0,0.7188,36805.0,0.2804
889,Muhlenberg College,PA,28.0,1281.0,0.8794,53011.0,0.7694
890,Neumann University,PA,19.0,1000.0,0.7056,42428.0,0.3223
891,Pennsylvania State University-Penn State Erie-Behrend College,PA,25.0,1171.0,0.8436,48262.0,0.4454
892,Pennsylvania State University-Penn State New Kensington,PA,22.0,1091.0,0.7797,48262.0,0.3383
893,Pennsylvania State University-Penn State Shenango,PA,20.0,989.0,0.6111,48262.0,0.2727
894,Pennsylvania State University-Penn State Wilkes-Barre,PA,26.0,1075.0,0.84,48262.0,0.3611
895,Pennsylvania State University-Penn State Scranton,PA,19.0,1056.0,0.7913,48262.0,0.1948
896,Pennsylvania State University-Penn State Lehigh Valley,PA,24.0,1108.0,0.7975,48262.0,0.4387
897,Pennsylvania State University-Penn State Altoona,PA,23.0,1094.0,0.8092,48262.0,0.4444
898,Pennsylvania State University-Penn State Beaver,PA,23.0,1111.0,0.7228,48262.0,0.2687
899,Pennsylvania State University-Penn State Berks,PA,24.0,1107.0,0.7451,48262.0,0.3876
900,Pennsylvania State University-Penn State Harrisburg,PA,25.0,1177.0,0.8606,48262.0,0.4048
901,Pennsylvania State University-Penn State Brandywine,PA,25.0,1083.0,0.7233,48262.0,0.2654
902,Pennsylvania State University-Penn State DuBois,PA,20.0,1079.0,0.7059,48262.0,0.3651
903,Pennsylvania State University-Penn State Fayette- Eberly,PA,19.0,1067.0,0.7255,48262.0,0.2336
904,Pennsylvania State University-Penn State Hazleton,PA,24.0,1046.0,0.7345,48262.0,0.3063
905,Pennsylvania State University-Main Campus,PA,28.0,1269.0,0.9305,48262.0,0.6644
906,Pennsylvania State University-Penn State Greater Allegheny,PA,25.0,1097.0,0.8319,48262.0,0.2642
907,Pennsylvania State University-Penn State Mont Alto,PA,25.0,1084.0,0.7938,48262.0,0.3472
908,Pennsylvania State University-Penn State Abington,PA,24.0,1144.0,0.7907,48262.0,0.2955
909,Pennsylvania State University-Penn State York,PA,23.0,1164.0,0.8484,48262.0,0.3096
910,University of Pennsylvania,PA,34.0,1492.0,0.9834,80445.0,0.8521
911,Cairn University-Langhorne,PA,21.0,1075.0,0.8,33276.0,0.2847
912,University of the Sciences,PA,26.0,1221.0,0.8438,77779.0,0.7178
913,University of Pittsburgh-Bradford,PA,23.0,1082.0,0.6901,48483.0,0.3729
914,University of Pittsburgh-Greensburg,PA,24.0,1112.0,0.6721,48483.0,0.2443
915,University of Pittsburgh-Johnstown,PA,24.0,1120.0,0.7257,48483.0,0.3298
916,University of Pittsburgh-Pittsburgh Campus,PA,31.0,1367.0,0.9321,48483.0,0.6512
917,Point Park University,PA,23.0,1098.0,0.763,37493.0,0.5194
918,Robert Morris University,PA,25.0,1131.0,0.8099,45758.0,0.529
919,Rosemont College,PA,20.0,1026.0,0.7113,36406.0,0.4933
920,Saint Francis University,PA,23.0,1146.0,0.7579,49438.0,0.5972
921,Saint Joseph's University,PA,26.0,1214.0,0.8892,61613.0,0.73
922,Saint Vincent College,PA,22.0,1126.0,0.8202,44550.0,0.6873
923,University of Scranton,PA,26.0,1209.0,0.8692,57562.0,0.77
924,Shippensburg University of Pennsylvania,PA,20.0,1068.0,0.7229,42269.0,0.3514
925,Slippery Rock University of Pennsylvania,PA,22.0,1096.0,0.8096,40673.0,0.4977
926,Swarthmore College,PA,33.0,1465.0,0.9694,51200.0,0.873
927,Thiel College,PA,18.0,973.0,0.5806,36809.0,0.3624
928,Thomas Jefferson University,PA,25.0,1163.0,0.8067,56267.0,0.5118
929,Ursinus College,PA,26.0,1231.0,0.8881,46527.0,0.7456
930,Villanova University,PA,32.0,1407.0,0.9609,77358.0,0.8713
931,Waynesburg University,PA,22.0,1080.0,0.7823,44027.0,0.6
932,West Chester University of Pennsylvania,PA,24.0,1130.0,0.8442,46701.0,0.5024
933,Westminster College,PA,23.0,1123.0,0.7651,39785.0,0.6012
934,Widener University,PA,23.0,1115.0,0.7753,53312.0,0.5099
935,Wilkes University,PA,24.0,1153.0,0.7603,51153.0,0.4975
